cdl_dataset/dataset/Prepare_a_reading_space/g3.txt,Find a book and put it on the coffe table in home office. Then open the window in the home office.,"['walk_executor(bookshelf_275)', 'walk_executor(bookshelf_124)', 'open_executor(bookshelf_124)', 'wa
lk_executor(book_2136)', 'grab_executor(book_2136)', 'walk_executor(table_270)', 'put_executor(book_
2136, table_270)', 'walk_executor(window_310)', 'open_executor(window_310)']","Time consume: 90 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 14",1,Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g3.txt,Make sure there is at least one light on in every room.,"['walk_executor(bathroom_1)', 'walk_executor(dining_room_41)', 'walk_executor(bedroom_162)', 'walk_e
xecutor(home_office_241)', 'walk_executor(bathroom_1)', 'walk_executor(light_39)', 'switchon_executo
r(light_39)', 'walk_executor(dining_room_41)', 'walk_executor(light_73)', 'switchon_executor(light_7
3)', 'walk_executor(bedroom_162)', 'walk_executor(light_212)', 'switchon_executor(light_212)', 'walk
_executor(home_office_241)', 'walk_executor(light_283)', 'switchon_executor(light_283)']","Time consume: 66 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 16",1,Scene_id: 1
cdl_dataset/dataset/Wash_clothes/g1.txt,Wash all the clothes in the basket for clothes by washing machine.,"['walk_executor(closetdrawer_154)', 'walk_executor(closetdrawer_146)', 'walk_executor(closetdrawer_1
17)', 'walk_executor(closetdrawer_119)', 'walk_executor(closetdrawer_122)', 'walk_executor(closetdra
wer_121)', 'walk_executor(shower_36)', 'walk_executor(basket_for_clothes_2006)', 'walk_executor(wash
ing_machine_2007)', 'open_executor(washing_machine_2007)', 'walk_executor(clothes_pants_2085)', 'gra
b_executor(clothes_pants_2085)', 'walk_executor(washing_machine_2007)', 'putin_executor(clothes_pant
s_2085, washing_machine_2007)', 'walk_executor(clothes_shirt_2086)', 'grab_executor(clothes_shirt_20
86)', 'walk_executor(washing_machine_2007)', 'putin_executor(clothes_shirt_2086, washing_machine_200
7)', 'walk_executor(clothes_socks_2087)', 'grab_executor(clothes_socks_2087)', 'walk_executor(washin
g_machine_2007)', 'putin_executor(clothes_socks_2087, washing_machine_2007)', 'walk_executor(clothes
_skirt_2088)', 'grab_executor(clothes_skirt_2088)', 'walk_executor(washing_machine_2007)', 'putin_ex
ecutor(clothes_skirt_2088, washing_machine_2007)', 'plugin_executor(washing_machine_2007)', 'close_e
xecutor(washing_machine_2007)', 'switchon_executor(washing_machine_2007)']","Time consume: 229 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 18",1,Scene_id: 0
cdl_dataset/dataset/Pet_cat/g5.txt,Shower my cat in the bathtub. Use towel to dry my cat.,"['walk_executor(bed_197)', 'walk_executor(nightstand_192)', 'walk_executor(walllamp_306)', 'walk_exe
cutor(cat_2069)']","Time consume: 882 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 18","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 2 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g2.txt,Put cleaning solution in the dishwasher. Then wash the bowls and the plates with dishwasher.,"['walk_executor(cupboard_131)', 'open_executor(cupboard_131)', 'walk_executor(cupboard_130)', 'walk_
executor(kitchen_counter_128)', 'walk_executor(kitchen_counter_129)', 'walk_executor(dishwasher_143)
', 'open_executor(dishwasher_143)', 'walk_executor(kitchen_counter_132)', 'walk_executor(sink_133)',
 'walk_executor(cleaning_solution_2098)', 'grab_executor(cleaning_solution_2098)', 'walk_executor(di
shwasher_143)', 'putin_executor(cleaning_solution_2098, dishwasher_143)', 'walk_executor(oven_141)',
 'open_executor(oven_141)', 'walk_executor(table_127)', 'walk_executor(bowl_2097)', 'walk_executor(b
owl_2096)', 'walk_executor(stove_2090)', 'open_executor(stove_2090)', 'walk_executor(table_123)', 'w
alk_executor(bowl_2095)', 'grab_executor(bowl_2095)', 'walk_executor(dishwasher_143)', 'putin_execut
or(bowl_2095, dishwasher_143)', 'walk_executor(bowl_2096)', 'grab_executor(bowl_2096)', 'walk_execut
or(dishwasher_143)', 'putin_executor(bowl_2096, dishwasher_143)', 'walk_executor(bowl_2097)', 'grab_
executor(bowl_2097)', 'walk_executor(dishwasher_143)', 'putin_executor(bowl_2097, dishwasher_143)', 
'walk_executor(plate_2105)', 'grab_executor(plate_2105)', 'walk_executor(dishwasher_143)', 'putin_ex
ecutor(plate_2105, dishwasher_143)', 'close_executor(dishwasher_143)', 'switchon_executor(dishwasher
_143)']","Time consume: 672 seconds
Exp_helper query times: 2
Guidance query times: 0
library scale: 20",1,Scene_id: 2
cdl_dataset/dataset/Wash_windows/g1.txt,Open the windows in the bathroom.,"['walk_executor(window_287)', 'open_executor(window_287)']","Time consume: 15 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 21",1,Scene_id: 2
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g1.txt,wash the bowls and the plates with dishwasher,"['walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(kitchen_counter_230)',
 'walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(tvstand_225)', '
walk_executor(tray_296)', 'walk_executor(closetdrawer_154)', 'walk_executor(table_226)', 'walk_execu
tor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_
2071, dishwasher_1001)', 'walk_executor(bowl_2072)', 'grab_executor(bowl_2072)', 'walk_executor(dish
washer_1001)', 'putin_executor(bowl_2072, dishwasher_1001)', 'walk_executor(table_226)', 'walk_execu
tor(closetdrawer_117)', 'walk_executor(closetdrawer_120)', 'walk_executor(ceilinglamp_26)', 'walk_ex
ecutor(closetdrawer_116)', 'walk_executor(sink_231)', 'walk_executor(plate_1000)', 'grab_executor(pl
ate_1000)', 'walk_executor(dishwasher_1001)', 'putin_executor(plate_1000, dishwasher_1001)', 'close_
executor(dishwasher_1001)', 'switchon_executor(dishwasher_1001)']","Time consume: 174 seconds
Exp_helper query times: 2
Guidance query times: 0
library scale: 22",1,Scene_id: 0
cdl_dataset/dataset/Put_groceries_in_Fridge/g1.txt,"Put milk, turkey, egg, fish and chicken on the table in dining room.","['walk_executor(fridge_140)', 'switchoff_executor(fridge_140)', 'open_executor(fridge_140)', 'open_e
xecutor(milk_2074) (Failed)', 'open_executor(milk_2074) (Failed)', 'open_executor(milk_2074) (Failed
)', 'walk_executor(table_123)', 'walk_executor(table_127)', 'walk_executor(milk_2074)', 'grab_execut
or(milk_2074)', 'walk_executor(table_123)', 'put_executor(milk_2074, table_123)', 'walk_executor(foo
d_turkey_2071)', 'grab_executor(food_turkey_2071)', 'walk_executor(table_123)', 'put_executor(food_t
urkey_2071, table_123)', 'walk_executor(food_egg_2053)', 'grab_executor(food_egg_2053)', 'walk_execu
tor(table_123)', 'put_executor(food_egg_2053, table_123)', 'walk_executor(food_fish_2054)', 'grab_ex
ecutor(food_fish_2054)', 'walk_executor(table_123)', 'put_executor(food_fish_2054, table_123)', 'wal
k_executor(food_chicken_2050)', 'grab_executor(food_chicken_2050)', 'walk_executor(table_123)', 'put
_executor(food_chicken_2050, table_123)']","Time consume: 314 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 25",1,Scene_id: 2
cdl_dataset/dataset/Prepare_dinner/g1.txt,Boil some rice by pot.,"['walk_executor(stove_2090)', 'open_executor(stove_2090)', 'walk_executor(pot_2093)', 'grab_executor
(pot_2093)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(stove_209
0)', 'put_executor(pot_2093, stove_2090)', 'close_executor(stove_2090)', 'switchon_executor(stove_20
90)', 'grab_executor(pot_2093)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'swit
choff_executor(faucet_134)', 'walk_executor(cupboard_131)', 'open_executor(cupboard_131)', 'walk_exe
cutor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executo
r(cupboard_130)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(
faucet_134)', 'walk_executor(kitchen_counter_128)', 'walk_executor(faucet_134)', 'switchon_executor(
faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(fridge_140)', 'switchoff_executor(fri
dge_140)', 'open_executor(fridge_140)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)'
, 'switchoff_executor(faucet_134)', 'walk_executor(pot_2093)', 'open_executor(pot_2093)', 'walk_exec
utor(food_rice_2067)', 'grab_executor(food_rice_2067)', 'walk_executor(pot_2093)', 'putin_executor(f
ood_rice_2067, pot_2093)', 'walk_executor(stove_2090)', 'put_executor(pot_2093, stove_2090)', 'walk_
executor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_134)']","Time consume: 586 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 25","Keystate: k1 - Requires: 0 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Put_groceries_in_Fridge/g4.txt,Syntax Error,[],"Time consume: 319 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 25","Keystate: k1 - Requires: 11 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Drink/g1.txt,Get a cup of water.,"['walk_executor(cupboard_131)', 'open_executor(cupboard_131)', 'walk_executor(cupboard_130)', 'walk_
executor(sink_133)', 'walk_executor(kitchen_counter_128)', 'walk_executor(kitchen_counter_129)', 'wa
lk_executor(stove_2090)', 'open_executor(stove_2090)', 'walk_executor(table_127)', 'walk_executor(ta
ble_123)', 'walk_executor(cup_2087)', 'grab_executor(cup_2087)', 'walk_executor(sink_133)', 'putin_e
xecutor(cup_2087, sink_133)', 'walk_executor(cup_2087)', 'grab_executor(cup_2087)', 'walk_executor(f
aucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(sink_133)', 'putin_executor(cup_2087, 
sink_133)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'walk_executor(cup_2087)',
 'grab_executor(cup_2087)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)']","Time consume: 95 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 26",1,Scene_id: 2
cdl_dataset/dataset/Turn_on_light/g2.txt,Turn on the lights in the bedroom. Then turn on the lights in the bathroom.,"['walk_executor(light_169)', 'switchon_executor(light_169)', 'walk_executor(light_64)', 'switchon_ex
ecutor(light_64)']","Time consume: 18 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 27",1,Scene_id: 0
cdl_dataset/dataset/Put_groceries_in_Fridge/g2.txt,"Wash the fish at first. Then put milk, turkey, eggs, fish and chicken on the table in dining room.","['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'grab_e
xecutor(food_fish_2093)', 'walk_executor(sink_19)', 'putin_executor(food_fish_2093, sink_19)', 'walk
_executor(faucet_20)', 'switchon_executor(faucet_20)', 'walk_executor(food_fish_2093)', 'wash_execut
or(food_fish_2093)', 'walk_executor(cupboard_117)', 'walk_executor(kitchen_counter_119)', 'walk_exec
utor(kitchen_counter_123)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_exec
utor(oven_127)', 'open_executor(oven_127)', 'walk_executor(walllamp_306)', 'walk_executor(table_114)
', 'walk_executor(milk_2115)', 'grab_executor(milk_2115)', 'put_executor(milk_2115, table_114)', 'wa
lk_executor(food_turkey_2112)', 'grab_executor(food_turkey_2112)', 'walk_executor(table_114)', 'put_
executor(food_turkey_2112, table_114)', 'walk_executor(food_egg_2092)', 'grab_executor(food_egg_2092
)', 'walk_executor(table_114)', 'put_executor(food_egg_2092, table_114)', 'walk_executor(food_fish_2
093)', 'grab_executor(food_fish_2093)', 'walk_executor(table_114)', 'put_executor(food_fish_2093, ta
ble_114)', 'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_executor(ta
ble_114)', 'put_executor(food_chicken_2089, table_114)']","Time consume: 209 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 27","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: 1.0",Scene_id: 1
cdl_dataset/dataset/Iron_clothes/g4.txt,"Iron a shirt, and put it in on the bed.","['walk_executor(ironing_board_2099)', 'walk_executor(washing_machine_2041)', 'open_executor(washing_
machine_2041)', 'walk_executor(shower_303)', 'walk_executor(curtain_392)', 'open_executor(curtain_39
2)', 'walk_executor(bench_124)', 'walk_executor(bed_264)', 'walk_executor(filing_cabinet_378)', 'wal
k_executor(bathroom_counter_306)', 'walk_executor(sink_133)', 'walk_executor(bathtub_297)', 'walk_ex
ecutor(basket_for_clothes_2040)', 'grab_executor(clothes_shirt_2114)', 'walk_executor(ironing_board_
2099)', 'put_executor(clothes_shirt_2114, ironing_board_2099)', 'plugin_executor(iron_2117)', 'switc
hon_executor(iron_2117)', 'walk_executor(clothes_shirt_2114)', 'wash_executor(clothes_shirt_2114)', 
'walk_executor(iron_2117)', 'switchoff_executor(iron_2117)', 'plugout_executor(iron_2117)', 'plugin_
executor(iron_2117)', 'switchon_executor(iron_2117)', 'switchoff_executor(iron_2117)', 'plugout_exec
utor(iron_2117)', 'walk_executor(clothes_shirt_2114)', 'grab_executor(clothes_shirt_2114)', 'walk_ex
ecutor(bed_264)', 'put_executor(clothes_shirt_2114, bed_264)']","Time consume: 185 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 27","Keystate: k1 - Requires: 9 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Prepare_a_reading_space/g5.txt,"Find my spectacles and put it on the coffe table in home office. Then find the book and put it on th
e coffe table in home office.","['walk_executor(desk_357)', 'walk_executor(spectacles_2082)', 'grab_executor(spectacles_2082)', 'wal
k_executor(coffee_table_2068)', 'put_executor(spectacles_2082, coffee_table_2068)', 'walk_executor(b
ook_2066)', 'grab_executor(book_2066)', 'walk_executor(coffee_table_2068)', 'put_executor(book_2066,
 coffee_table_2068)']","Time consume: 38 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 29",1,Scene_id: 0
